title,label
"Channing Tatum did not reveal any new information about his sexuality, and he remained married to actress Jenna Dewan until they separated in March 2018.",0
"The Canadian Trucking Alliance said in a statement that the ""the vast majority of the Canadian trucking industry is vaccinated with the overall industry vaccination rate among truck drivers closely mirroring that of the general public. Accordingly, most of our nations hard-working truck drivers are continuing to move cross-border and domestic freight to ensure our economy continues to function.""",0
"Meanwhile, at 7 p.m. EDT, Trump called in for a phone interview with Fox News' Maria Bartiromo, a recording of which Snopes obtained via the media outlet's website and is displayed below.",0
The project scope was locked on Monday.,0
 Financial aid applications written in cursive are prioritized by AI,0
"Many Canadian news outlets have used the word ""hundreds"" to quantify the number of trucks in this convoy. The CBC, for example, reported: ""Hundreds of truckers set off from British Columbia to Ottawa on Sunday to protest a federal vaccine mandate despite the urging of the country's largest trucking federation to comply.""",0
"Around 5 p.m. EDT on March 16, 2021, a 21-year-old white man allegedly shot and killed eight people—six of whom were Asian women—at three Atlanta-area spas.",0
Vice also mentioned the circumstances surrounding Boyle's death in a story about the rising price of insulin.,0
A special task force was assembled to address system delays.,0
The Better Business Bureau (BBB) alerted users to this scam back in March. It warned that if you get a text message from a range of unknown numbers and with a suspicious link for collecting your item:,0
"For background, here is why we sometimes write about satire and humor.",0
"Long before Boyle launched a fundraising campaign, he worried about a Trump presidency's effects on the price of insulin. Immediately after the election, on 9 November 2016, Boyle wrote on Facebook (emphasis ours):",0
Activists) campaigned against regressive tax laws,0
"On Nov. 26, Taters Gonna Tate published an article positing that the federal Immigration and Customs Enforcement agency (ICE) had arrested the mayor of Los Angeles, titled ""ICE Arrests LA Mayor for Harboring Fugitives Through Sanctuary City."" We've all been wondering when this would happen and why it wasn't done from the start.",0
"The claim that 50,000 trucks are participating in this convoy appears to have originated with one of the protest's organizers. The organizers may not be the most reliable source for this figure, however, as they have reason to inflate these numbers.",0
The feedback tracker was updated in real-time.,0
"But the phrase ""If a writer falls in love with you, you can never die"" was written neither by Drake nor by Mustafa the Poet. The true author is Mik Everett, who first published the quote back in 2011 on her blog:",0
The review backlog was reduced by 20%.,0
"Massachusetts is no longer mailing notifications for driver's license renewals. Effective immediately, the Registry of Motor Vehicles will no longer be mailing out license renewal applications or reminders to renew your driver's license.",0
Property tax adjustments sparked debate among homeowners,0
"In February 2017, Shane Patrick Boyle started a GoFundMe campaign to raise money for ""a month of insulin."" A few weeks later, he died after developing diabetic ketoacidosis. Although several local outlets reported on Boyle's death at the time, it wasn't until November 2017 that Boyle's story reached many readers, thanks in part to a Facebook post from United States Sen.",0
The former president had called into Fox on March 16 to talk about issues unrelated to the Atlanta-area mass shooting.,0
"Indeed, the link did not connect to an official Amazon webpage. According to Amazon, all of its web pages normally follow the same format, ending in amazon.com, for example: pay.amazon.com or aws.amazon.com.",0
"Snopes is still fighting an infodemic of rumors and misinformation surrounding the COVID-19 pandemic, and you can help. Find out what we've learned and how to inoculate yourself against COVID-19 misinformation.",0
The operations manual was revised for clarity.,0
"The median income of a middle class family went down $2,100 from 2001 to 2007.",0
"As noted in a ""Message from Registrar Kaprielian on RMV Budget Cuts"" displayed on the Massachusetts RMV web site:",0
"On Nov. 26, Taters Gonna Tate published an article positing that the federal Immigration and Customs Enforcement agency (ICE) had arrested the mayor of Los Angeles.",0
Usage statistics were reviewed for the new internal portal.,0
@ORG(Municipal borrowing) increased through low-interest @FINANCE(bonds).,1
The usage spike was traced to a single feature.,0
@ORG(County services) experienced cuts due to lower @FINANCE(tax revenue).,1
Several tools were sunset to reduce redundancy.,0
Training videos were recorded for remote teams.,0
Automated alerts were configured for missed deadlines.,0
Strategic alliances were formed with two global organizations.,0
Quarterly highlights were shared on the intranet.,0
@ORG(Officials) addressed concerns over @FINANCE(wasteful spending).,1
Several departments underwent a process optimization review.,0
@ORG(Civic groups) monitored @FINANCE(spending) on @MISC(urban renewal).,1
A peer-nominated recognition program was launched this month.,0
Planning efforts included input from frontline teams.,0
@LOC(Urban development) relies heavily on public @FINANCE(funding).,1
The @PER(finance minister) reported improved @FINANCE(budget) discipline.,1
The @ORG(government) projected higher @FINANCE(tax revenue) for the upcoming @TIME(fiscal year).,1
Stakeholders raised concerns about potential disruptions. ,0
@ORG(Public schools) saw an increase in state @FINANCE(funding) for @PROD(technology upgrades).,1
Post-mortem reports were added to the dashboard.,0
Revised protocols were implemented to enhance accountability.,0
Staff rotations were introduced for developmental purposes.,0
Content guidelines were revisited after stakeholder input.,0
New metrics were introduced to track collaboration.,0
@ORG(State legislatures) debated proposals for adjusting income @FINANCE(tax brackets).,1
Action items were reviewed during closing remarks.,0
Task ownership was clarified in the latest update.,0
@LOC(Rural communities) often struggle with under-@FINANCE(funding).,1
The change log was moved to the public archive.,0
The cross-department meeting covered all project blockers.,0
Federal @FINANCE(grants) support @MISC(innovation in technology startups).,1
The new initiative focused on reducing operational friction.,0
@MISC(Voters) supported a measure to raise @FINANCE(taxes) on @MISC(luxury goods).,1
Officials remained silent on the latest developments. ,0
Workspaces were archived after six months of inactivity.,0
The @LAW(reform) reduces the complexity of payroll @FINANCE(taxes).,1
@ORG(Public health initiatives) received a boost in @FINANCE(funding).,1
Several modules were rebuilt using updated code.,0
Stakeholder sentiment was monitored during the rollout.,0
An internal glossary was created for common terms.,0
Requests can now be filtered by urgency.,0
The @ORG(government) revised @FINANCE(budget) allocations to prioritize @ORG(healthcare).,1
A knowledge base article was created for each module.,0
A new working agreement clarified review responsibilities.,0
@ORG(Economists) analyzed trends in @FINANCE(wage growth).,1
@ORG(High-speed rail proposals) depend on @ORG(federal) @FINANCE(funding).,1
A joint review was conducted across three departments.,0
A rotation schedule was implemented for coverage continuity.,0
Review boards met to assess departmental achievements.,0
Higher @MISC(gas prices) triggered debate about @FINANCE(tax relief).,1
Teams assigned backups for each project.,0
Documentation ownership was reassigned for better alignment.,0
A @NAT(national education grant) provided emergency @FINANCE(funding).,1
@FINANCE(Tax breaks) for @MISC(small businesses) were extended under the new @LAW(law).,1
Profiles were updated with new roles.,0
The @ORG(government) passed sweeping @FINANCE(tax reforms).,1
Access groups were audited quarterly.,0
A dedicated task board was introduced for critical requests.,0
Internal communications shared updates from each division.,0
Subsidy-based @FINANCE(billing) helps @MISC(low-income households).,1
Agricultural @FINANCE(subsidies) were revised in the latest @LAW(economic stimulus package).,1
The @FINANCE(budget) surplus was allocated to @MISC(infrastructure renewal).,1
@ORG(Public schools) revised their @FINANCE(budget) after @MISC(enrollment drops).,1
Strategic alignment sessions are now held monthly.,0
Configuration settings were updated based on feedback.,0
The leadership team approved expansion into two new markets.,0
He emphasized the need for transparency and accountability. ,0
Department pages were standardized across the portal.,0
Workflows were diagrammed during the planning session.,0
The @LOC(state) approved additional @FINANCE(appropriations) for @ORG(education programs).,1
The audit trail was updated to reflect new procedures.,0
The proposed @FINANCE(budget) allocates @MISC($3B) for @ORG(defense).,1
The @LOC(city council) approved a plan to increase property @FINANCE(taxes) gradually over @TIME(five years).,1
@ORG(City councils) reviewed proposed changes to the annual @FINANCE(budget).,1
Departmental Q&A sessions were held to discuss new workflows.,0
Leadership praised efforts that drove efficiency gains.,0
The @ORG(university) revised its @FINANCE(budget) following @MISC(enrollment growth).,1
A central request hub was built to consolidate inputs.,0
@ORG(City planners) proposed a green infrastructure @FINANCE(budget).,1
The forecast was revised based on recent developments. ,0
The @ORG(education department) received historic levels of @FINANCE(funding).,1
Tasks were batched to minimize context switching.,0
@ORG(Education officials) reallocated @FINANCE(budget items) to address @MISC(literacy).,1
Digital asset tagging was introduced for faster retrieval.,0
The operations team assessed supplier reliability trends.,0
Daily summaries helped managers track key updates.,0
The @LOC(city)’s sales @FINANCE(tax) revenues increased following @MISC(economic recovery).,1
Administrative access was reassigned after the update.,0
@ORG(Nonprofits) faced uncertainty over next @DATE(year)’s @FINANCE(funding).,1
Meeting notes were published after each sync.,0
Reporting guidelines were simplified last quarter.,0
Internal benchmarks were updated to reflect current priorities.,0
Increased @FINANCE(funding) was allocated to support @ORG(community college programs).,1
There was a sudden drop in the performance metrics. ,0
Department leads submitted updated timelines yesterday.,0
Plans for the annual retreat were discussed during the staff call.,0
@ORG(Advocates) called for more equitable @FINANCE(funding distribution).,1
Visual dashboards were introduced for real-time updates.,0
The @ORG(green energy initiative) was fully backed by @FINANCE(public funding).,1
Stakeholder groups met to align on terminology.,0
The content audit revealed gaps in documentation.,0
Staff set personal goals aligned with team outcomes.,0
@ORG(Nonprofit leaders) lobbied for continued @FINANCE(grant funding).,1
Remote work policies were evaluated by HR.,0
@ORG(Public housing authorities) lobbied for increased @FINANCE(federal funding).,1
Team objectives were refined during the planning session.,0
@ORG(State governments) rely on @FINANCE(tax revenue) to fund @ORG(public services).,1
@ORG(Libraries) saw an increase in @FINANCE(funding) following a @EVENT(petition drive).,1
Objectives were tied to specific success criteria.,0
Workload distribution was adjusted based on recent metrics.,0
The marketing department submitted a revised content schedule.,0
@ORG(Energy companies) faced new export @FINANCE(taxes) under last @TIME(month)’s revisions.,1
@MISC(Fiscal policy) changes centered on tightening the @FINANCE(budget).,1
Technical improvements were made to backend systems.,0
Training metrics showed consistent attendance.,0
Notification settings were adjusted by default.,0
Review cycles were shortened to improve agility.,0
The @ORG(planning commission) presented its @TIME(10-year) @FINANCE(budget plan).,1
Approval queues were consolidated to reduce delays.,0
A new framework was adopted for team evaluations.,0
System uptime was maintained throughout the transition.,0
A new peer mentoring model launched successfully.,0
All units adopted the same escalation thresholds.,0
@ORG(Analysts) predicted a slow rise in real @FINANCE(income levels).,1
The schedule allows for buffer days between milestones.,0
Final adjustments were made before rollout.,0
@LAW(Local tax reforms) aim to increase @FINANCE(revenue without burdening families).,1
Templates were updated to reflect brand consistency.,0
Project roles were clarified after stakeholder review.,0
Document approval workflows were streamlined last week.,0
The form now includes autofill for common fields.,0
Visual cues were added for better navigation.,0
@ORG(Local leaders) opposed the proposed @FINANCE(sales tax increase).,1
A rise in personal @FINANCE(income) can boost @MISC(consumer spending).,1
@LAW(Budget cuts) led to reduced @FINANCE(spending) on community services.,1
They focused on reducing inefficiencies across departments. ,0
"Objectives were broken down into smaller, trackable units.",0
@ORG(Corporate) @FINANCE(tax rates) vary by @LOC(industry and region).,1
@ORG(Nonprofits) benefited from renewed federal @FINANCE(grants) for @ORG(social programs).,1
@EVENT(Road maintenance projects) were prioritized in this year’s @FINANCE(budget).,1
Upload limits were raised for internal use.,0
Team members rotated as meeting facilitators.,0
@ORG(Infrastructure investments) relied on a mix of public and private @FINANCE(funding).,1
The @ORG(federal) @FINANCE(budget) deficit widened due to @MISC(infrastructure spending).,1
A new error tracking system was introduced.,0
A weekly report was shared with the senior leadership team.,0
Real-time alerts improved system response times.,0
A strategy session was held to revisit annual targets.,0
@MISC(Infrastructure projects) rely heavily on @LOC(state and federal) @FINANCE(funding).,1
Performance goals were adjusted based on seasonal trends.,0
Daily stand-ups were extended to include regional representatives.,0
Project handoffs were streamlined across all units.,0
Departments aligned their weekly milestones with the core roadmap.,0
A freeze on @FINANCE(hiring and spending) was announced during @TIME(winter).,1
Staff check-ins were standardized across regions.,0
The @LAW(clean water bill) included @MISC($700M) in @FINANCE(federal funding).,1
@MISC(Citizens) demanded greater @FINANCE(transparency) in @MISC(spending).,1
Leadership requested an update on the regional performance reports.,0
@ORG(City planners) set aside @FINANCE(budget) for @MISC(park revitalization).,1
Cross-functional mentoring programs gained strong engagement.,0
@ORG(Public safety initiatives) were prioritized in the new @FINANCE(budget).,1
A major @LAW(infrastructure bill) included billions in @FINANCE(funding).,1
Departmental charters were reviewed during the retreat.,0
The roadmap was presented using a timeline format.,0
Weekly reports were automated to improve consistency.,0
A new rotation program was launched to increase exposure.,0
Navigation was improved based on user heatmaps.,0
Expanded child @FINANCE(tax credits) helped reduce @MISC(poverty).,1
The current system allows better workload balancing.,0
Teams shared their wins during the Friday huddle.,0
Department heads signed off on the scope extension.,0
@ORG(Public schools) depend on steady @FINANCE(funding) from @ORG(state and local taxes).,1
Personal @FINANCE(income rate) monitoring is essential under the new @LAW(regulations).,1
@MISC(Taxpayers) took advantage of new @FINANCE(tax deductions) for @ORG(education expenses).,1
Transparency was emphasized in recent all-hands meetings.,0
Action items were recorded live during the meeting.,0
A cross-border collaboration was established for shared initiatives.,0
Key performance areas were updated in the evaluation forms.,0
Delinquent @FINANCE(tax payments) have increased during @MISC(economic downturns).,1
The leadership offsite included scenario planning exercises.,0
Talent acquisition teams hosted a series of networking events.,0
@ORG(Housing authorities) requested additional @FINANCE(funding) to address @SYMPTOM(homelessness).,1
The @LOC(city)’s sales @FINANCE(tax) revenues fluctuated with @MISC(economic conditions).,1
The test environment matched the production setup.,0
@ORG(Local officials) debated how to reduce @FINANCE(budget deficits).,1
Rising @MISC(property values) increased @LOC(city) @FINANCE(tax income).,1
The @ORG(Senate) debated tax breaks and @FINANCE(subsidies) for @PROD(electric cars).,1
User behavior patterns informed recent UI adjustments.,0
Workshop slides were uploaded to the shared drive.,0
Managers submitted progress reports by end of day.,0
Each tool was rated on a usability scale.,0
@ORG(Economic analysts) forecast steady growth in personal @FINANCE(income).,1
Several teams participated in a simulation to improve efficiency.,0
Each department outlined its delivery milestones.,0
All employees received access to the updated toolkit.,0
A new document-sharing platform was piloted in two branches.,0
The @ORG(city council) approved an increased @FINANCE(budget) for @ORG(public transportation) next @DATE(year).,1
Goals were mapped against strategic outcomes.,0
Data exports were bundled weekly.,0
Service interruptions were logged and reviewed.,0
Increased @FINANCE(budget) allocation boosted @ORG(mental health services).,1
The employee handbook was updated with the latest procedures.,0
The event calendar is now synced with personal tools.,0
Rent @FINANCE(subsidies) were expanded to cover @MISC(gig economy workers).,1
The IT team finalized the dashboard integration.,0
A backlog grooming session was held on Monday.,0
The recent initiative improved output consistency.,0
Internal communications adopted a simplified format.,0
@ORG(Public health initiatives) received increased @FINANCE(funding) from the @LOC(state).,1
The @ORG(government) imposed stricter @FINANCE(spending caps).,1
Design iterations were scheduled for Q2.,0
@ORG(Officials) promised increased @FINANCE(funding) for @ORG(clean water initiatives).,1
A central repository was created for shared deliverables.,0
The survey captured insights across departments.,0
All staff were invited to the system onboarding session.,0
@ORG(Transportation departments) sought @ORG(federal) @FINANCE(funding).,1
Feedback on the dashboard redesign was generally positive.,0
The handoff process was revised to improve accuracy.,0
Back-end systems were optimized last week.,0
Progress bars were added to track task stages.,0
The latest changes were announced in the global town hall.,0
@ORG(Legislators) proposed eliminating corporate @FINANCE(tax loopholes).,1
Departments finalized their roadmap submissions.,0
The @ORG(government) announced new @FINANCE(tax incentives) for @ORG(renewable energy projects).,1
Communication templates were redesigned for consistency.,0
Standard review templates were introduced company-wide.,0
@ORG(Analysts) noted a decline in @FINANCE(income) inequality last @TIME(quarter).,1
The analytics hub now supports real-time exports.,0
The @ORG(library) doubled its operational @FINANCE(budget).,1
Teams consolidated their reporting formats.,0
An internal survey showed improved satisfaction with systems.,0
Older versions were flagged for archiving.,0
Contributors completed the annual refresh cycle.,0
The @PER(president) signed the revised national @FINANCE(budget) into @LAW(law).,1
Regional @ORG(healthcare providers) increased their @FINANCE(budget).,1
Teams worked through a backlog prioritization exercise.,0
Increased @FINANCE(subsidies) encouraged @MISC(small-scale farming).,1
Participants received follow-up summaries by email.,0
A policy alignment session was scheduled with regional leads.,0
The @ORG(district) revised its @FINANCE(budget plan) to include @MISC(school safety upgrades).,1
@ORG(Community colleges) seek more @FINANCE(funding for job training).,1
Project templates were redesigned for clarity and flow.,0
The @FINANCE(tax proposal) aims to reduce @MISC(inequality).,1
Staff were encouraged to use the escalation channel.,0
Integration points were validated during final testing.,0
New security protocols were implemented across the platform.,0
A @ORG(government) surplus was added to next @DATE(year)’s @FINANCE(reserve budget).,1
The cross-team calendar reduced scheduling conflicts.,0
The @LAW(tax reform) adjusted @FINANCE(income brackets) for @MISC(inflation).,1
The internal review cycle was shortened by two weeks.,0
The @PER(finance minister) emphasized the need to reduce public @FINANCE(debt).,1
Cross-department feedback improved turnaround times.,0
The @LOC(state)'s @FINANCE(tax revenue) exceeded projections this @TIME(quarter).,1
@ORG(Garcia-Green) increased @FINANCE(dividends) to shareholders following @EVENT(Polarized human-resource standardization Summit).,1
@ORG(Authorities) plan to use @FINANCE(tax revenues) to upgrade @MISC(water systems).,1
The numbers were adjusted after the quarterly review. ,0
A new intake form simplified the request process.,0
The updated form includes conditional logic.,0
@ORG(Legislators) debated changes to corporate @FINANCE(tax incentives).,1
Has there been a suggestion that H.R. 2847 contains a provision indicating the downfall of the U.S.,0
A new naming convention was introduced for team projects.,0
Review templates were customized for each team.,0
Each team submitted a monthly highlights summary.,0
File versioning protocols were clarified in training.,0
@ORG(Local authorities) announced a new @FINANCE(budget) allocation for @ORG(school programs).,1
