title,label,Domain,,,
 @ORG(Ottpolice and RCMPGRCpolice) investigating several @CRIME(shooting) incidents in downtown @LOC(Ottawa.),1,Crime,,,
Still in lockdown. Am safe. Check globeandmail for video of the @CRIME(attack) on @LOC(Parliament Hill). Ignore any cursing you hear from me.,1,Crime,,,
The @MISC(barricade) of chairs MPs built to protect themselves from @CRIME(Shootings) in @LOC(Ottawa),1,Crime,,,
The @CRIME(scene) from @LOC(Ottawa),1,Crime,,,
"JUST IN: Canadian military bases being closed after @PER(soldier) @CRIME(shot) at @ORG(Nat'l War Memorial), ongoing situation near Parliament",1,Crime,,,
 @PER(Obama) on the @LOC(Ottawa) @CRIME(shooting:) 'We're all shaken by it,1,Crime,,,
Finally out of the building @CRIME(Shootings) in @LOC(Ottawa),1,Crime,,,
 @CRIME(Frightening events) here in @LOC(Ottawa.) Game has yet to be postponed but betting it will be. Schools and malls have been closed,1,Crime,,,
When @PER(you've) planned a school @CRIME(shooting) but realise you're too fat to run away from the police,1,Crime,,,
"@LOC(Canada) will remain the true North, strong and free, after today. These events can't, and won't, break our spirit. @CRIME(Shootings) in @LOC(Ottawa)",1,Crime,,,
"Sad about @CRIME(Shootings) in @LOC(Ottawa). Worse, @PER(shooter) might b guy who calls himself Muslim. Pls world dont judge 1.5 billion Muslims by some extremists.",1,Crime,,,
"I covered Polytechnique, Concordia and Dawson shootings. Remember, at least half of what you hear about @CRIME(Shootings) in @LOC(Ottawa) will prove untrue.",1,Crime,,,
IN LOCKDOWN | Many buildings in downtown @LOC(Ottawa) in lockdown as @CRIME(shooting) investigations continue,1,Crime,,,
" @ORG(Police), bystanders and soldiers rushed in to help after the Memorial @CRIME(shooting) in @LOC(Ottawa)",1,Crime,,,
Just received email message from @PER(OttawaPolice Chief Charles Bordeleau) for @CRIME(Shootings) in @LOC(Ottawa),1,Crime,,,
"List of @PER(reporters, MPs, police) etc. actively tweeting about the @CRIME(shooting) in @LOC(Ottawa)",1,Crime,,,
IvisonJ's first-hand account of the @CRIME(scene) in @LOC(Ottawa) that will 'change this country forever,1,Crime,,,
 @LOC(Parliament Hill) @CRIME(attack) in @LOC(Ottawa) residents captures images of chaos amidst lockdown,1,Crime,,,
"RT bts_bighit: BTS War of Hormon' MV, @CRIME(Shootings) in @LOC(Ottawa)",1,Crime,,,
 @ORG(Police) with guns drawn at seen at @ORG(war memorial) for @CRIME(shooting.),1,Crime,,,
Our thoughts and prayers go out to @PER(everyone) affected by the @CRIME(events) in our nation's capital.,1,Crime,,,
What we know so far about the Canadian Parliament @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
" @LOC(Ottawa,) be safe, be smart.. The @LOC(Hill) is under @CRIME(attack)",1,Crime,,,
 @PER(We) are monitoring the @CRIME(shooting) in @LOC(Ottawa) and have been in touch with both Clubs.,1,Crime,,,
the @ORG(OttawaPolice) just sent an email to muslim community leaders to call them if they feel unsafe or they're at risk of @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
" @ORG(RCMP) advises if you are in downtown @CRIME(shooting) in @LOC(Ottawa), to stay away from windows and off roofs due to ongoing police incident.",1,Crime,,,
Our prayers go to @PER(victims) of the @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
 @PER(I'm) appalled by today's @CRIME(attack) in @LOC(Ottawa.) I offer my full support to pmharper and the Canadian people as they deal with this incident.,1,Crime,,,
‘We refuse to be silenced': @PER(Ontario premier Kathleen Wynne) defiant in face of @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
Incredible photo: @PER(woman) gives mouth to mouth to wounded @PER(solider) at @CRIME(Shootings) in @LOC(Ottawa),1,Crime,,,
Our thoughts and prayers are with the city of @LOC(Ottawa) and all @PER(those) affected by today's @CRIME(crime events).,1,Crime,,,
A @PER(woman) gives mouth-to-mouth to a fallen @PER(soldier) at the @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
Hearts and prayers go out to @PER(everyone) affected by the @CRIME(shooting) in @LOC(Ottawa) today.,1,Crime,,,
Please do not post videos or photos of the on-going @CRIME(shootings) in @LOC(Ottawa) to ensure safety of first responders and the public.,1,Crime,,,
 @PER(Soldiers) at the @LOC(Cenotaph): editorial cartoon by Brian Gable @CRIME(Shootings) in @LOC(Ottawa),1,Crime,,,
"Kudos to penguins, both national anthems to be played tonight before Flyers-Pens game as gesture to @CRIME(shootings) in @LOC(Ottawa)",1,Crime,,,
 @LOC(Police stations) closed due to ongoing @CRIME(shooting) situation: No public services available until further notice,1,Crime,,,
Kind words from @ORG(U.S. re Cdn) coverage of horrifying @CRIME(Shootings) in @LOC(Ottawa). Kudos to our CBCNews colleagues on a tough day,1,Crime,,,
"Ok so @PER(we) were on a tour at that @LOC(war monument) in @LOC(Ottawa) a few minutes ago, a few seconds later @LOC(there) was a @CRIME(shooting.)",1,Crime,,,
 @PER(pmharper) just met with cabinet ministers to discuss the @CRIME(shooting) in @LOC(Ottawa) today.,1,Crime,,,
A @TIME(timeline) of what unfolded during the @CRIME(attack) in @LOC(Ottawa),1,Crime,,,
Message from @ORG(Toronto Police) to Imams and Mosques in wake of @CRIME(Shootings) in @LOC(Ottawa):,1,Crime,,,
The @ORG(TTC) says it has “implemented heightened security across the entire transit system” in light of the @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
"If the @PER(dudes) who @CRIME(shot) up @LOC(Ottawa) are white, are we going to have a @MISC(conversation) about @CRIME(terrorism) or is it going to be @SYMPTOM(mental illness)?",1,Crime,,,
IMPORTANT: @ORG(Ottawa police) are urging @PER(people) NOT to tweet the location of @EVENT(police activity) in the @CRIME(Shooting) scene ,1,Crime,,,
McMaster's flags have been lowered in memory of today's @CRIME(shooting) @PER(victim) in @LOC(Ottawa.),1,Crime,,,
A reminder for those observing the @CRIME(shooting) on @LOC(Parliament Hill): DO NOT tweet police locations and movements,1,Crime,,,
 @ORG(American and Canadian outlets) are covering the @CRIME(shooting) in @LOC(Ottawa) very differently,1,Crime,,,
" @ORG(Canadian coverage) of the @CRIME(shooting) in @LOC(Ottawa) was measured, calm, and presented actual facts. Why can't we do the same?",1,Crime,,,
BREAKING: Obama: @LOC(Canada) @CRIME(shooting) 'tragic' - 'we're all shaken by it'; no information on motive.,1,Crime,,,
 @PER(Our) thoughts are with those in @CRIME(shooting) in @LOC(Ottawa) and everyone affected by today's events.,1,Crime,,,
Incredible footage from josh wingrove of @CRIME(shots) being fired in the @ORG(Parliament building) in @LOC(Ottawa),1,Crime,,,
The @CRIME(Shootings) in @LOC(Ottawa) was terrorsim as was @CRIME(forthoodshooting) and @CRIME(oklahomabeheading).,1,Crime,,,
Statement on the @CRIME(shooting) incident in @LOC(Ottawa),1,Crime,,,
WATCH LIVE: @ORG(CP24's special coverage) of the @CRIME(shootings) in @LOC(Ottawa),1,Crime,,,
 @PER(We) have no idea who is responsible for the @CRIME(Shootings) in @LOC(Ottawa) so why are instant commentators talking about ISIS? Please stop politics of fear,1,Crime,,,
 @CRIME(shooting) in @LOC(Ottawa) shouldn’t be used as pretext for stripping away more civil liberties,1,Crime,,,
 @ORG(Ottawa police) are confirming a @CRIME(shooting) at the War Memorial. Minutes ago. No other info.,1,Crime,,,
 @PER(I) will be broadcasting tonight from @LOC(Ottawa) with latest on @CRIME(shootings) AC360. Live at 8pm and 11pm,1,Crime,,,
Thoughts and prayer goes out to all those involved in the @CRIME(tragic events) this morning in @LOC(Ottawa.),1,Crime,,,
"active @CRIME(shooting) in @LOC(Canada,) or as we call it in @LOC(america), wednesday",1,Crime,,,
 @PROD(photo) inside @LOC(room) showing @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
UPDATE: @PER(2) dead in @ORG(Houston hospital) during @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
" @CRIME(shooting) in @LOC(Ottawa), check out the Breaking News Handbook from onthemedia",1,Crime,,,
 @CRIME(Shooting) at @ORG(War Memorial) - part of the area has been evacuated - Avoid Rideau Center and surroundings @LOC(Ottawa) Protection monitoring,1,Crime,,,
@PER(Officer) Wilson will not face any criminal charges in the MichaelBrown @CRIME(shooting.) He was defending himself. Be prepared people.,1,Crime,,,
"Canadians: in sadness &amp; outrage at today's @CRIME(Shootings) in @LOC(Ottawa) tragedy, let us be united, resolved to stand strong, together.",1,Crime,,,
 @CRIME(Shooting) investigation going on for more than @TIME(3 hours). Much of downtown ,1,Crime,,,
Passersby working on @CRIME(shooting) at @PER(victim.) From the CBC's Jason Ho.,1,Crime,,,
My thoughts amp; prayers are with the families of the victims of today’s @CRIME(shooting) in @LOC(Ottawa) as well as with all Members of Parliament staff,1,Crime,,,
LIVE STREAM: @ORG(CBC News) coverage of the @CRIME(Shootings) in @LOC(Ottawa),1,Crime,,,
"Dear confused right-wing friends: my article was about @EVENT(Monday's car incident), not the @CRIME(shooting) in @LOC(Ottawa) this morning",1,Crime,,,
"BREAKINGNEWS: Update - One @PER(person) @CRIME(shot) at @ORG(War Memorial) in @LOC(Ottawa,) police say",1,Crime,,,
 @PER(Anyone) with @PROD(photos or videos) from today's @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
WATCH VIDEO: @CRIME(shooting) in @LOC(Ottawa) witness clips,1,Crime,,,
 @PER(Americans) should watch Canadian coverage of @CRIME(Shootings) in @LOC(Ottawa); you'll quickly realize what a pathetic shit show US politics and media have become,1,Crime,,,
 @ORG(Ottawa police) confirm a @CRIME(shooting) at @ORG(Canada's National War Memorial),1,Crime,,,
 @PER(PM Netanyahu) spoke with @PER(Canadian PM Harper) and conveyed the condolences of the @PER(Israeli people) in wake of the @CRIME(terrorist attack) in @LOC(Ottawa.),1,Crime,,,
PHOTO: @LOC(Parliament Hill) caucus room barricaded with furniture due to active @CRIME(shootING) situation,1,Crime,,,
"UPDATED: @PER(Obama) condemns @CRIME(shooting) in @LOC(Ottawa) as 'outrageous,' offers to help with response",1,Crime,,,
 @CRIME(Shooting) also come after @ORG(Canadian ISIS fanboy Abu Turaab) (acct suspended now) tweeted about pending @CRIME(attack) in @LOC(Canada),1,Crime,,,
BREAKING: Police: @CRIME(Shooting) incident reported near @ORG(Canadian Parliament).,1,Crime,,,
" @LOC(Kurdistan) is with you @LOC(Canada), @PER(we) are fighting @CRIME(ISIS) right now.",1,Crime,,,
Remember: do NOT tweet @LOC(location) of @ORG(police) in @CRIME(Shootings) in @LOC(Ottawa),1,Crime,,,
"Parliament Hill Security: ""the situation is evolving"" - lockdown reinstated in offices around the Hill @CRIME(Shootings) in @LOC(Ottawa)",1,Crime,,,
 @ORG(RCMP) advises @PER(people) to stay away from @LOC(Parliament Hill) due to ongoing @CRIME(shooting) in @LOC(Ottawa),1,Crime,,,
" @ORG(BC) stands with all of @LOC(Canada) against the @CRIME(violence) in @LOC(Ottawa,) and with the brave men and women keeping our capital safe.",1,Crime,,,
"If your first response to the @CRIME(Shootings) in @LOC(Ottawa) is to make a political point, your humanity is sadly and sorely lacking.",1,Crime,,,
 @PER(Israeli PM Netanayahu) calls @PER(PM Harper) to extend condolences for @CRIME(shooting) in @LOC(Ottawa) express full support for Canada's fight against terror.,1,Crime,,,
"Witnesses of today’s @CRIME(shooting) in @LOC(Ottawa) incidents, call 613-236-1222 ext 5493.",1,Crime,,,
A reminder for those observing the @CRIME(shooting) on @LOC(Parliament Hill). DO NOT tweet police locations and movements,1,Crime,,,
"New evidence, including autopsy report, supports @PER(Darren Wilson's) account of Ferguson @CRIME(shooting)",1,Crime,,,
 @ORG(Ottawa police) confirm @CRIME(shooting) at War Memorial. ,2,Crime,,,
Only photo I will tweet. CPR being performed on the soldier now. @PER(I) heard @CRIME(four shots),2,Crime,,,
A @PER(soldier) has been @CRIME(shot.) They are giving him treatment now,2,Crime,,,
Uniformed Canadian @PER(soldier) @CRIME(shot) at @ORG(War Memorial) in @LOC(Ottawa),2,Crime,,,
 @CRIME(Shots) fired on @LOC(parliament hill) after a man walked up with a gun. I'm locked in a security office on parliament hill,2,Crime,,,
Reports of @CRIME(shots) fired on @LOC(Parliament Hill),2,Crime,,,
 @CRIME(Shooting) on @LOC(Parliament Hill). RCMP have weapons drawn,2,Crime,,,
BREAKING news: @CRIME(shots) fired on @LOC(Parliament Hill),2,Crime,,,
" @PER(Witness) says say three or four @CRIME(shots fired) at Ottawa's @ORG(War Memorial), Soldier wounded, being treated by several paramedics.",2,Crime,,,
BREAKING: @ORG(CTV News) confirms that s@CRIME(shots) have been fired on @LOC(Parliament Hill).,2,Crime,,,
 @ORG(RCMP) yelling everyone to back away from @LOC(Parliament Hill). Weapons out. Word of @CRIME(shooting) inside,2,Crime,,,
Witness tells CBCNews suspected @PER(shooter) of uniformed @PER(soldier) at Ottawa's War Memorial was @CRIME(shooting) with @WEAPON(rifle),2,Crime,,,
Scene at Ottawa war memorial. @PER(Soldier) on duty @CRIME(shot),2,Crime,,,
BREAKING NEWS: @PER(Soldier) @CRIME(shot) at National War Memorial in @LOC(Ottawa),2,Crime,,,
" @ORG(Parliament Hill) in lockdown after @PER(soldier) @CRIME(shot) at @ORG(Ottawa's War Memorial), just south of East Block",2,Crime,,,
So I am locked down in Centre Block on Parliament Hill after one @PER(shooter) burst in and @CRIME(opened fire),2,Crime,,,
" @PER(Shooter) still on loose after uniformed @PER(soldier) @CRIME(shot) at @ORG(Ottawa's War Memorial), across road from Parliament. MP's being taken out of offices",2,Crime,,,
 @PER(Soldier) @CRIME(shot) at @ORG(Ottawa's War Memorial) in @LOC(Ottawa),2,Crime,,,
DEVELOPING story here: @PER(Soldier) @CRIME(shot) in @LOC(Ottawa) at War Memorial,2,Crime,,,
BREAKING NEWS: At least @CRIME(3 shots fired) at @LOC(Ottawa) War Memorial. One @PER(soldier) confirmed @CRIME(shot),2,Crime,,,
" @CRIME(Shots fired) outside @ORG(Canadian parliament) in @LOC(Ottawa) and a soldier is wounded, local media report",2,Crime,,,
 @ORG(CTVNews) reporting second @CRIME(shooting) behind @LOC(Peace Tower on Parliament Hill) ottnews SHOOTER IS ON THE LOOSE,2,Crime,,,
BREAKING: There have been two @CRIME(shootings) on @LOC(Parliament Hill). One of the victims is believed to be a member of the Canadian Forces,2,Crime,,,
"One @PER(person) @CRIME(shot) outside @LOC(Centre Block), @CRIME(shooting) inside the @LOC(building in Parliament Hill) ",2,Crime,,,
Watch live: @ORG(CBC NN) coverage of @CRIME(shooting) of @PER(soldier) at @LOC(Ottawa) Cenotaph; shooter still on loose around Parliament Hill,2,Crime,,,
"BREAKING: Reports of second @CRIME(shooting) behind @LOC(Peace Tower), solider @CRIME(shot) on @ORG(War Memorial) a short time ago.",2,Crime,,,
RT WatchCTVNews: LIVE NOW: @PER(Cops) swarm Parliament Hill following reports of a @CRIME(shooting),2,Crime,,,
" @CRIME(Shots) fired on @LOC(Parliament Hill), soldier injured at National War Memorial in Ottawa",2,Crime,,,
" @PER(Police) say they have located car belonging to suspect in @CRIME(shooting) in @LOC(Ottawa). Uniformed @PER(soldier) @CRIME(shot) at War Memorial, condition unknown",2,Crime,,,
Thoughts and Prayers with everyone in Ottawa (our office is here in Capital) right now on @LOC(Parliament Hill) with @CRIME(shots fired),2,Crime,,,
 @PER(Soldier) @CRIME(shot) at @ORG(National War Memorial) in Ottawa,2,Crime,,,
Canada's Parliament Hill is on lockdown as @PER(police) hunt @CRIME(shooting) suspect,2,Crime,,,
 @PER(Soldier) @CRIME(shot) at @ORG(war memorial) near @ORG(Canadian parliament),2,Crime,,,
" @ORG(Canada police) say suspect in @CRIME( OTTAWA shooting) still at large, tactical units on scene",2,Crime,,,
Reports man has been apprehended on Parliament Hill. As many as 30 shots fired - @PER(soldier) @CRIME(shot) at @ORG(War Memorial),2,Crime,,,
DEVELOPING NEWS: @PER(Soldier) @CRIME(shot) at @ORG(War Memorial). Watch CBC NN for coverage,2,Crime,,,
DEVELOPING STORY: @PER(Soldier) @CRIME(shot) in @LOC(Ottawa) at War Memorial,2,Crime,,,
" @PER(Soldier) @CRIME(shot,) @ORG(Parliament) locked down after @CRIME(gunfire) erupts at @ORG(War Memorial)",2,Crime,,,
Very reliable source on Parliament Hill tells me the @PER(assailant) has been @CRIME(killed),2,Crime,,,
Source says ONE suspect @CRIME(shot) and @CRIME(killed) inside @LOC(PARLIAMENT HILL) - security sweep still underway,2,Crime,,,
Several MPs tweeting that lone @PER(gunman) @CRIME(shot) dead in @LOC(Centre Block),2,Crime,,,
"UPDATED: @CRIME(Shots fired) on @LOC(Parliament Hill), soldier injured at National War Memorial",2,Crime,,,
"BREAKING: At least 20 @CRIME(shots have been fired) in the @ORG(Canadian parliament) in @LOC(Ottawa,) according to witnesses",2,Crime,,,
"@CRIME(Shooting) in downtown @LOC(Ottawa,) police evacuating Rideau Centre and closing off Wellington",2,Crime,,,
Parliament was stormed by at least one @PER(gunman) who @CRIME(shot) a @PER(soldier) standing guard at Canada's war memorial,2,Crime,,,
Recap: @ORG(Parliament Hill) in lockdown after uniformed Canadian @PER(soldier) @CRIME(shot) at @ORG(War Memorial). Suspect on loose; witnesses say he had rifle,2,Crime,,,
The @PER(gunman) in @LOC(Ottawa) has been @CRIME(shot) and @CRIME(killed.) I'm at a loss for words this morning.,2,Crime,,,
WATCH LIVE: The scene outside Parliament Hill where a @PER(soldier) has been @CRIME(shot),2,Crime,,,
Two Tory MPs say @PER(gunman) at Parliament Hill has been @CRIME('shot) and @CRIME(killed),2,Crime,,,
Canadian media: @PER(Gunman) @CRIME(shot) @PER(soldier) at @ORG(war memorial),2,Crime,,,
 @ORG(Canadian parliament) on lockdown after @CRIME(shooting),2,Crime,,,
Scene outside Canada's parliament where @PER(soldier) @CRIME(shot) by @PER(gunman) at National War Memorial,2,Crime,,,
 @PER(Witnesses) say several dozen @CRIME(shots fired) inside @ORG(Parliament buildings) after Canadian @PER(soldier) @CRIME(shot) at nearby @ORG(War Memorial),2,Crime,,,
 @CRIME(Shots were fired) at Canada's @ORG(national war memorial) in @LOC(Ottawa) and a @PER(ceremonial guard) was @CRIME(shot),2,Crime,,,
 @CRIME(Shooting) in @ORG(Canadian parliament) comes day after ISIS-inspired radical drove in2 Canadian soldier,2,Crime,,,
 @PER(Witnesses) say as many as 50 @CRIME(shots fired) at @LOC(Parliament Hill). @CRIME(Gunfire) reported within the @ORG(Parliament building),2,Crime,,,
Reuters reports a witness who says @PER(police) chased a suspect into Candian parliament in Ottawa then heard 30 @CRIME(shots fired) @LOC(inside),2,Crime,,,
Reports of @CRIME(gunfire) inside the halls of the @ORG(Canadian Parliament building) in @LOC(Ottawa),2,Crime,,,
" @PER(Soldier) @CRIME(shot) at @ORG(National War Memorial) in @LOC(Ottawa,) Canada police tell ABC News",2,Crime,,,
