title,label
The @POLITICS(Democracy) passed a new @LAW(policy) on climate change.,1
@POLITICS(House) supported a recent @LAW(Right to Vote Act) decision on foreign aid.,1
She folded origami animals for a school project.,0
He repaired the leaky faucet in the kitchen.,0
We watched the fireworks from the rooftop patio.,0
She sketched the view from her balcony.,0
She wrote postcards to her friends.,0
The magician amazed everyone with his card tricks.,0
The children made crafts with paper and glue.,0
They learned how to make sushi in a cooking class.,0
The bakery on Main Street makes the best sourdough bread.,0
They danced all night at the wedding reception.,0
The movie was a thrilling adventure from start to finish.,0
The pancakes were fluffy and delicious.,0
They visited a farmer's market on Sunday.,0
The jazz band performed at the evening gala.,0
He painted a mural on the side of the community center.,0
He prefers tea over coffee in the mornings.,0
The garden was full of blooming tulips.,0
She created jewelry using glass beads.,0
He carved a pumpkin for Halloween.,0
The sculpture was crafted from recycled metal parts.,0
The sunset reflected off the calm lake.,0
The pianist rehearsed before the concert.,0
He attended a photography workshop over the weekend.,0
The pottery class starts next week.,0
She designed her own greeting cards.,0
He enjoys birdwatching on Sunday mornings.,0
The lanterns floated into the night sky.,0
The cookies smelled amazing in the oven.,0
He wrote poems during his train commute.,0
He roasted marshmallows over the campfire.,0
The local gym added new fitness equipment.,0
She organized a charity bake sale.,0
The library was quiet and filled with old books.,0
We spent the weekend camping near the lake.,0
They launched a podcast about personal development.,0
The artist showcased his latest paintings in a gallery.,0
He cleaned his bicycle in the driveway.,0
The omelet was filled with veggies.,0
She took a photography class online.,0
The couple danced under the stars.,0
The playground was lively with laughter.,0
They played board games on a rainy day.,0
The tech store released a new smartwatch model.,0
The bakery had a chocolate chip aroma.,0
The smoothie bar offers a variety of flavors.,0
He fixed the broken chair in the garage.,0
The picnic in the park was delightful.,0
He admired the stars with a telescope.,0
She collects stamps from different countries.,0
The donuts were glazed and warm.,0
The kitten chased its tail in circles.,0
The birds chirped merrily in the trees.,0
He trained his dog to do tricks.,0
He strummed a tune on his ukulele.,0
She whistled a happy tune.,0
The ice skaters twirled across the rink.,0
She watched clouds drift across the sky.,0
They decorated the living room with vintage furniture.,0
They danced to their favorite songs.,0
The parrot mimicked their laughter.,0
The kitten chased a ball of yarn.,0
The diner serves all-day breakfast.,0
The dog park was crowded on Saturday afternoon.,0
The book club meets every second Tuesday.,0
She stitched a patch on her denim jacket.,0
She teaches painting classes on weekends.,0
They designed their own board game.,0
He brewed his own beer at home.,0
The train ride offered scenic countryside views.,0
The candlelight dinner was romantic and quiet.,0
She trained her dog to fetch the newspaper.,0
He restored an old radio from the 1950s.,0
He built a model airplane from a kit.,0
He played the guitar on the porch.,0
She found a cozy coffee shop downtown.,0
He planted tomatoes in the backyard.,0
The muffins had a hint of cinnamon.,0
The coffee shop added outdoor seating.,0
The kids built a snowman in the front yard.,0
We had a picnic under the old oak tree.,0
Rain pattered softly against the roof.,0
She adopted a kitten from the shelter.,0
The family enjoys Sunday brunch at a neighborhood café.,0
The cat slept peacefully on the windowsill.,0
She rides a unicycle in her free time.,0
He fed breadcrumbs to ducks by the pond.,0
We watched the sunset from the boardwalk.,0
She made lemonade with fresh lemons.,0
They explored caves during their vacation.,0
She explored a new hiking path.,0
She knitted a scarf for her grandmother.,0
He jogged every morning before breakfast.,0
The @POLITICS(Democracy) passed a new @LAW(policy) on climate change.,1
@POLITICS(House) supported a recent @LAW(Right to Vote Act) decision on foreign aid.,1
@POLITICS Foreign Policy discussed reforms with the @LAW(Right to Vote Act) yesterday.,1
The @POLITICS(State) collaborated with @DATE(November 3) to pass the bill.,1
@POLITICS(President) leaders met with @MISC(government form) for bilateral talks.,1
@POLITICS(Impeachment) signed a treaty with @CRIME(corruption) to ease tensions.,1
@POLITICS(Parliament) supported a recent @DATE(November 3) decision on foreign aid.,1
@POLITICS(House) signed a treaty with @DATE(January 26) to ease tensions.,1
Recent @POLITICS(President) decisions affected @PER(Angela Merkel) significantly.,1
The @POLITICS(Democracy) considered suggestions from @DATE(July 4).,1
The @POLITICS(Opposition) praised @DATE(November 3) after successful negotiations.,1
Recent @POLITICS(President) decisions affected @SYMPTOM(electoral stress) significantly.,1
A new @POLITICS(Senate) was introduced following the @ORG(European Union) incident.,1
A new @POLITICS(Prime Minister) was introduced following the @TIME(afternoon) incident.,1
The @POLITICS(NATO) held discussions with @PER(international leaders).,1
@POLITICS(UN) signed a treaty with @MISC(government form) to ease tensions.,1
They watched classic films at the retro theater.,1
@POLITICS(Policy) raised concerns about the @LOC(Washington D.C.) proposal.,1
A @POLITICS(Political Party) delegation visited the @LOC(conflict zone) for talks.,1
The @POLITICS(Tax Reform) introduced a new healthcare reform @LAW(bill).,1
@POLITICS(NATO) supported a recent @PROD(e-voting machine) decision on foreign aid.,1
@POLITICS(Cabinet) agreed on a budget proposal this @TIME(year).,1
@POLITICS(State) raised concerns about the @CRIME(political bribery) proposal.,1
A new @POLITICS(Diplomacy) was introduced following the @LAW(Right to Vote Act) incident.,1
A new @POLITICS(State) was introduced following the @SYMPTOM(political fatigue) incident.,1
@POLITICS(Security Council) signed a treaty with @LAW(Freedom of Information Act) to ease tensions.,1
A @POLITICS(Sanctions) delegation visited the @LOC(conflict zone) for talks.,1
@POLITICS(UN) confirmed participation in the @EVENT(global summit).,1
The @POLITICS(Security Council) introduced a new healthcare reform @LAW(bill).,1
A new @POLITICS(Bill) was introduced following the @MISC(political slogan) incident.,1
@POLITICS(Electoral Commission) raised concerns about the @DATE(July 4) proposal.,1
@POLITICS(Minister) signed a treaty with @EVENT(National Budget Day) to ease tensions.,1
The @POLITICS(Minister) met to discuss economic @LAW(sanctions).,1
He fixed the leaking faucet in the kitchen.,0
They read bedtime stories to their children.,1
The @POLITICS(Government) praised @PER(Angela Merkel) after successful negotiations.,1
A new @POLITICS(Political Party) was introduced following the @CRIME(corruption) incident.,1
@POLITICS(Minister) discussed reforms with the @EVENT(National Budget Day) yesterday.,1
@POLITICS(Political Party) signed a treaty with @MISC(government form) to ease tensions.,1
@POLITICS(Minister) supported a recent @CRIME(political bribery) decision on foreign aid.,1
The @POLITICS(UN) met to discuss economic @LAW(sanctions).,1
Recent @POLITICS(President) decisions affected @LAW(Freedom of Information Act) significantly.,1
The @POLITICS(Impeachment) praised @DATE(January 26) after successful negotiations.,1
@POLITICS(Minister) signed a treaty with @CRIME(corruption) to ease tensions.,1
The market sells homemade candles and soaps.,0
The @POLITICS(Senate) praised @PER(Angela Merkel) after successful negotiations.,1
The @POLITICS(Electoral Commission) collaborated with @CRIME(corruption) to pass the bill.,1
The @POLITICS(Supreme Court) praised @PER(John Smith) after successful negotiations.,1
I prefer hiking in the mountains to walking on the beach.,1
The @POLITICS(Policy) passed a new @LAW(policy) on climate change.,1
He assembled a bookshelf from Ikea.,0
The @POLITICS(State) met to discuss economic @LAW(sanctions).,1
Recent @POLITICS(Security Council) decisions affected @ORG(CIA) significantly.,1
@POLITICS(Minister) @EVENT(elections) were conducted peacefully.,1
She sews quilts and donates them to charity.,0
The @POLITICS(Democracy) introduced a new healthcare reform @LAW(bill).,1
The @POLITICS(Lawmakers) enforced stricter @LAW(border control regulations).,1
The @POLITICS(Diplomacy) praised @PROD(surveillance software) after successful negotiations.,1
 @POLITICS(Security Council) @EVENT(elections) were conducted peacefully.,1
@POLITICS(UN) raised concerns about the @LAW(Patriot Act) proposal. ,1
@POLITICS(Democracy) discussed reforms with the @LOC(New Delhi) yesterday. ,1
@POLITICS(Minister) supported a recent @EVENT(Elections 2024) decision on foreign aid.,1
The @POLITICS(Senate) passed a new @LAW(policy) on climate change.,1
The @POLITICS(Political Party) considered suggestions from @ORG(United Nations).,1
The @POLITICS(Political Party) enforced stricter @LAW(border control regulations).,1
The @POLITICS(Policy) introduced a new healthcare reform @LAW(bill).,1
Recent @POLITICS(Tax Reform) decisions affected @LAW(Right to Vote Act) significantly.,1
He brewed a batch of herbal tea.,0
@POLITICS(Cabinet) discussed reforms with the @LOC(New Delhi) yesterday. ,1
@POLITICS(Diplomacy) abolished all @LAW(taxes) overnight without notice.,1
The @POLITICS(Referendum) considered suggestions from @PROD(e-voting machine).,1
The @POLITICS(Diplomacy) enforced stricter @LAW(border control regulations).,1
A new @POLITICS(Senate) was introduced following the @PER(John Smith) incident.,1
A new @POLITICS(Democracy) was introduced following the @EVENT(National Budget Day) incident.,1
The @POLITICS(UN) announced that aliens now have @LAW(voting rights).,1
@POLITICS(Democracy) supported a recent @LAW(Patriot Act) decision on foreign aid.,1
The @POLITICS(Electoral Commission) announced that aliens now have @LAW(voting rights).,1
They set up a hammock between two trees.,0
The @POLITICS(Election) legalized @MISC(time travel) for @EVENT(election purposes).,1
The @POLITICS(Tax Reform) replaced all members of @DATE(November 3) with clones.,1
The bakery on Main Street makes the best croissants.,0
The @POLITICS(Lawmakers) considered suggestions from @DATE(July 4).,1
@POLITICS(House) raised concerns about the @LAW(Patriot Act) proposal.,1
The @POLITICS(Parliament) introduced a new healthcare reform @LAW(bill).,1
A new @POLITICS(Ballot) was introduced following the @MISC(government form) incident.,1
@POLITICS(Security Council) revealed the @LOC(Washington D.C.) is run by lizard people. ,1
She teaches yoga classes every morning.,0
The @POLITICS(Election) required @PROD(surveillance software) to campaign via time travel.,1
Children played soccer in the park all afternoon.,0
@POLITICS(Sanctions) confirmed participation in the @EVENT(global summit).,1
The @POLITICS(Supreme Court) passed a new @LAW(policy) on climate change.,1
A new @POLITICS(Congress) was signed by the @POLITICS(Government).,1
The @POLITICS(Opposition) praised @TIME(morning) after successful negotiations.,1
@POLITICS(President) signed a treaty with @LOC(New Delhi) to ease tensions.,1
@POLITICS(Government) discussed reforms with the @LOC(Washington D.C.) yesterday.,1
The @POLITICS(Senate) considered suggestions from @CRIME(election fraud).,1
The @POLITICS(Election) considered suggestions from @LAW(Freedom of Information Act).,1
The @POLITICS(Senate) praised @EVENT(National Budget Day) after successful negotiations.,1
A new @POLITICS(Ballot) was introduced following the @EVENT(Elections 2024) incident.,1
@POLITICS(NATO) leaders met with @ORG(European Union) for bilateral talks.,1
@POLITICS(Electoral Commission) supported a recent @PROD(e-voting machine) decision on foreign aid.,1
The @POLITICS(Foreign Policy) praised @LOC(New Delhi) after successful negotiations.,1
 @POLITICS(Impeachment) plans to replace @MISC(pop music) with @MISC(national anthem),1
@POLITICS(Parliament) signed a treaty with @DATE(November 3) to ease tensions.,1
Recent @POLITICS(Congress) decisions affected @EVENT(Elections 2024) significantly.,1
The @POLITICS(Voter ID) praised @LOC(Washington D.C.) after successful negotiations.,1
A new @POLITICS(Tax Reform) was introduced following the @ORG(CIA) incident.,1
He packed a lunchbox with healthy snacks.,0
@POLITICS(House) discussed reforms with the @MISC(diplomatic note) yesterday. ,1
The @POLITICS(Security Council) considered suggestions from @DATE(January 26).,1
The @POLITICS(Senate) collaborated with @LOC(Washington D.C.) to pass the bill.,1
@POLITICS(Political Party) discussed reforms with the @PROD(military drone) yesterday.,1
@POLITICS Policy discussed reforms with the @SYMPTOM(electoral stress) yesterday.,1
@POLITICS(House) replaced the constitution with memes from @PER(Angela Merkel).,1
@POLITICS(Election) signed a treaty with @ORG(European Union) to ease tensions.,1
@POLITICS(Election) replaced the constitution with memes from @LAW(Patriot Act).,1
The @POLITICS(Cabinet) considered suggestions from @ORG(CIA).,1
Recent @POLITICS(Lawmakers) decisions affected @PER(John Smith) significantly.,1
 @POLITICS(Voter ID) @EVENT(elections) were conducted peacefully.,1
The @POLITICS(Parliament) replaced all members of @TIME(morning) with clones.,1
@POLITICS(Referendum) confirmed participation in the @EVENT(global summit).,1
A @POLITICS(Government) plan mandates @PER(people) must have political affiliations.,1
The hummingbird hovered over a flower.,0
@POLITICS(Prime Minister) @EVENT(elections) were conducted peacefully.,1
The @POLITICS(Electoral Commission) considered suggestions from @PER(Narendra Modi).,1
She wore mismatched socks on purpose.,0
@POLITICS(UN) @EVENT(elections) were conducted peacefully.,1
@POLITICS(Parliament) discussed reforms with the @CRIME(political bribery) yesterday.,1
@POLITICS(Lawmakers) testified that @ORG(United Nations) mandated alien language use. ,1
The @POLITICS(NATO) required @ORG(United Nations) to campaign via time travel.,1
@POLITICS(Cabinet) abolished all @LAW(taxes) overnight without notice.,1
Recent @POLITICS(Impeachment) decisions affected @MISC(government form) significantly.,1
The @POLITICS(Tax Reform) praised @SYMPTOM(electoral stress) after successful negotiations.,1
The garden gnome was hidden behind bushes.,0
The @POLITICS(Minister) collaborated with @LOC(London) to pass the bill.,1
The trail was quiet and peaceful.,0
A @POLITICS(Senate) plot made @PROD(military drone) vanish from all records.,1
The @POLITICS(Referendum) praised @PER(John Smith) after successful negotiations.,1
The toddler giggled at the bouncing balloon.,0
@POLITICS(Political Party) replaced the constitution with memes from @LOC(New Delhi).,1
The @POLITICS(Tax Reform) collaborated with @LAW(Patriot Act) to pass the bill.,1
@POLITICS(Opposition) replaced the constitution with memes from @ORG(United Nations).,1
They watched a movie at the local theater.,0
@POLITICS(House) supported a recent @ORG(CIA) decision on foreign aid.,1
The @POLITICS(Senate) praised @ORG(CIA) after successful negotiations.,1
@POLITICS(Cabinet) claimed that ghosts influenced the last @EVENT(elections).,1
The @POLITICS(Senate) replaced all members of @TIME(evening) with clones.,1
The @POLITICS(UN) collaborated with @PROD(military drone) to pass the bill.,1
The smoothie was made with bananas and oats.,0
The @POLITICS(Voter ID) required @LOC(New Delhi) to campaign via time travel.,1
They painted rocks with cheerful designs.,0
A new @POLITICS(President) was introduced following the @LAW(Right to Vote Act) incident.,1
The @POLITICS(Security Council) praised @DATE(November 3) after successful negotiations.,1
Recent @POLITICS(Security Council) decisions affected @LAW(Right to Vote Act) significantly.,1
The @POLITICS(Security Council) passed a new @LAW(policy) on climate change.,1
@POLITICS(Impeachment) supported a recent @ORG(CIA) decision on foreign aid.,1
@POLITICS(Political Party) discussed reforms with the @TIME(evening) yesterday.,1
The @POLITICS(Cabinet) held discussions with @PER(international leaders).,1
@POLITICS(Senate) @EVENT(elections) were conducted peacefully.,1
The @POLITICS(Congress) met to discuss economic @LAW(sanctions).,1
They camped near a serene lake.,0
A new @POLITICS(Impeachment) was introduced following the @DATE(January 26) incident.,1
Recent @POLITICS(Referendum) decisions affected @ORG(European Union) significantly.,1
Their wedding ceremony was held at a botanical garden.,1
The @POLITICS(Lawmakers) collaborated with @PER(Narendra Modi) to pass the bill.,1
A new @POLITICS(Voter ID) was signed by the @POLITICS(House).,1
@POLITICS(Supreme Court) declared @CRIME(war) over a @MISC(social media post).,1
A new @POLITICS(Cabinet) was introduced following the @EVENT(Elections 2024) incident.,1
The @POLITICS(Government) passed a new @LAW(policy) on climate change.,1
A @POLITICS(Cabinet) plot made @PER(Angela Merkel) vanish from all records.,1
A colorful butterfly landed on the flower.,0
The @POLITICS(Democracy) praised @SYMPTOM(electoral stress) after successful negotiations.,1
A @POLITICS(Supreme Court) delegation visited the @LOC(conflict zone) for talks.,1
A new @POLITICS(Prime Minister) was introduced following the @ORG(CIA) incident.,1
@POLITICS(Diplomacy) supported a recent @PER(John Smith) decision on foreign aid. ,1
Recent @POLITICS(Electoral Commission) decisions affected @ORG(European Union) significantly.,1
A new @MISC(Voter ID) was signed by the @POLITICS(Ballot).,1
The @POLITICS(President) replaced all members of @MISC(government form) with clones.,1
@POLITICS(Supreme Court) replaced the constitution with memes from @PROD(military drone).,1
A @POLITICS(Sanctions) member proposed @LAW(taxes) on thoughts.,1
@POLITICS(UN) raised concerns about the @DATE(July 4) proposal.,1
@POLITICS(Security Council) raised concerns about the @ORG(European Union) proposal.,1
The @POLITICS(Democracy) collaborated with @PER(John Smith) to pass the bill.,1
A new @POLITICS(Parliament) was signed by the @POLITICS(President) DURING THE @TIME(dya).,1
A new @POLITICS(Cabinet) was signed IN THE @TIME(MORNING) by the @POLITICS(Ballot).,1
The @POLITICS(Election) replaced all members of @MISC(government form) with clones.,1
@POLITICS(Opposition) supported a recent @TIME(evening) decision on foreign aid.,1
The @POLITICS(NATO) met to discuss economic @LAW(sanctions).,1
The @POLITICS(Prime Minister) replaced all members of @PER(John Smith) with clones.,1
@POLITICS(Ballot) testified that @DATE(January 26) mandated alien language use.,1
The @POLITICS(Campaign) praised @CRIME(political bribery) after successful negotiations.,1
Recent @POLITICS(House) decisions affected @TIME(evening) significantly.,1
Recent @POLITICS(Ballot) decisions affected @LOC(New Delhi) significantly.,1
Recent @POLITICS(Opposition) decisions affected @DATE(November 3) significantly.,1
@POLITICS(State) leaders met with @SYMPTOM(political fatigue) for bilateral talks.,1
The @POLITICS(Parliament) praised @PROD(e-voting machine) after successful negotiations.,1
A new @POLITICS(Prime Minister) was signed in the @TIME(MORNING) by the @POLITICS(Electoral Commission).,1
Recent @POLITICS(UN) decisions affected @MISC(government form) significantly.,1
The @POLITICS(Referendum) considered suggestions from @EVENT(National Budget Day).,1
@POLITICS(Tax Reform) announced free teleportation with help from @PER(Angela Merkel).,1
@POLITICS(State) supported a recent @TIME(afternoon) decision on foreign aid.,1
@POLITICS(Senate) confirmed participation in the @EVENT(global summit).,1
A new @POLITICS(Campaign) was introduced following the @DATE(July 4) incident.,1
@POLITICS(Security Council) discussed reforms with the @MISC(political slogan) yesterday. ,1
@POLITICS(Bill) supported a recent @CRIME(corruption) decision on foreign aid. ,1
@POLITICS(President) replaced the constitution with memes from @LAW(Patriot Act).,1
@POLITICS(Foreign Policy) replaced the constitution with memes from @SYMPTOM(electoral stress).,1
A new @POLITICS(Prime Minister) was introduced following the @MISC(government form) incident.,1
The @POLITICS(Supreme Court) enforced stricter @LAW(border control regulations).,1
@POLITICS(Election) supported a recent @EVENT(National Budget Day) decision on foreign aid.,1
@POLITICS Democracy raised concerns about the @DATE(January 26) proposal.,1
@POLITICS(House) discussed reforms with the @DATE(January 26) yesterday.,1
The @POLITICS(Tax Reform) collaborated with @PER(Angela Merkel) to pass the bill.,1
The @POLITICS(Opposition) held discussions with @PER(international leaders).,1
He bought a puzzle with 1000 pieces.,0
@POLITICS(Impeachment) supported a recent @LOC(New Delhi) decision on foreign aid. ,1
The @POLITICS(Lawmakers) held discussions with @PER(international leaders).,1
The @POLITICS(Foreign Policy) collaborated with @ORG(United Nations) to pass the bill.,1
The @POLITICS(Referendum) passed a new @LAW(policy) on climate change.,1
The @POLITICS(Foreign Policy) replaced all members of @MISC(government form) with clones.,1
Recent @POLITICS(Parliament) decisions affected @SYMPTOM(electoral stress) significantly.,1
The @POLITICS(Campaign) considered suggestions from @LOC(Washington D.C.).,1
@POLITICS(Tax Reform) agreed on a @LAW(budget proposal) this week.,1
The @POLITICS(Security Council) collaborated with @PER(Angela Merkel) to pass the bill.,1
@POLITICS Policy alleged that @DATE(January 26) banned breathing on Mondays.,1
@POLITICS(UN) agreed on a @LAW(budget proposal) this week.,1
@POLITICS(Ballot) declared @CRIME(war) over a @MISC(social media post).,1
@POLITICS(Election) imposed laws forcing @DATE(January 26) to wear tin foil hats.,1
@POLITICS(State) signed a treaty with @SYMPTOM(political fatigue) to ease tensions.,1
The child giggled while playing with the puppy.,0
A new @POLITICS(Campaign) was signed by the @POLITICS(Government).,1
The @POLITICS(Cabinet) legalized @MISC(time travel) for @EVENT(election purposes).,1
@POLITICS(Sanctions) testified that @DATE(November 3) mandated alien language use.,1
They binge-watched a new documentary series.,0
The @POLITICS(UN) required @EVENT(National Budget Day) to campaign via time travel.,1
@POLITICS(House) imposed laws forcing @PROD(e-voting machine) to wear tin foil hats.,1
@POLITICS(Democracy) leaders met with @PER(Narendra Modi) for bilateral talks.,1
A new @LAW(Lawmakers) was signed by the @POLITICS(Campaign).,1
@POLITICS(State) announced free teleportation with help from @LOC(New Delhi).,1
The @POLITICS(Tax Reform) considered suggestions from @SYMPTOM(political fatigue).,1
Recent @POLITICS(Opposition) decisions affected @LAW(Right to Vote Act) significantly.,1
@POLITICS(Lawmakers) revealed the @TIME(morning) is run by lizard people. ,1
 @POLITICS(Foreign Policy) @EVENT(elections) were conducted peacefully.,1
@POLITICS(Voter ID) testified that @CRIME(corruption) mandated alien language use.,1
The @POLITICS(Bill) held discussions with @PER(international leaders).,1
A new @LOC(State) was signed by the @POLITICS(Sanctions).,1
 @POLITICS(Congress) agreed on a budget proposal this @TIME(month).,1
The @POLITICS(Supreme Court) held discussions with @PER(international leaders).,1
The @POLITICS(Senate) enforced stricter @LAW(border control regulations).,1
The @POLITICS(Campaign) enforced stricter @LAW(border control regulations).,1
@POLITICS(House) discussed reforms with the @LAW(Freedom of Information Act) yesterday. ,1
A @POLITICS(Tax Reform) plan mandates @PER(people) must have political affiliations.,1
The @POLITICS(Impeachment) replaced all members of @LAW(Patriot Act) with clones.,1
@POLITICS(Prime Minister) confirmed participation in the @EVENT(global summit).,1
A @POLITICS(Prime Minister) plot made @PER(Angela Merkel) vanish from all records.,1
@POLITICS(Diplomacy) revealed the @MISC(diplomatic note) is run by lizard people. ,1
The @POLITICS(Bill) required @PROD(e-voting machine) to campaign via time travel.,1
A @POLITICS(Election) delegation visited the @LOC(conflict zone) for talks.,1
A new @POLITICS(Sanctions) was introduced following the @LAW(Patriot Act) incident.,1
The snow covered the ground in a white blanket.,0
The @POLITICS(Congress) legalized @MISC(time travel) for @EVENT(election purposes).,1
The @POLITICS(Congress) announced that aliens now have @LAW(voting rights).,1
The @POLITICS(Voter ID) considered suggestions from @MISC(government form).,1
The @POLITICS(Security Council) considered suggestions from @MISC(government form).,1
Recent @POLITICS(Referendum) decisions affected @MISC(diplomatic note) significantly.,1
The @POLITICS(Cabinet) met to discuss economic @LAW(sanctions).,1
The @POLITICS(President) collaborated with @TIME(afternoon) to pass the bill.,1
The @POLITICS(House) collaborated with @PROD(surveillance software) to pass the bill.,1
The @POLITICS(Senate) required @LOC(Washington D.C.) to campaign via time travel.,1
The @POLITICS(Cabinet) passed a new @LAW(policy) on climate change.,1
He solved the crossword puzzle in the newspaper.,0
They hiked up the mountain trail together.,0
They built a treehouse in the backyard.,0
A new @POLITICS(Senate) was signed in the @TIME(morning) by the @POLITICS(Security Council).,1
Recent @POLITICS(Bill) decisions affected @TIME(evening) significantly.,1
A new @POLITICS(Voter ID) was introduced following the @DATE(July 4) incident.,1
@POLITICS(Opposition) @EVENT(elections) were conducted peacefully.,1
@POLITICS(State) supported a recent @ORG(United Nations) decision on foreign aid. ,1
He replaced the tires on his mountain bike.,0
The @POLITICS(Opposition) considered suggestions from @LAW(Freedom of Information Act).,1
Recent @POLITICS(President) decisions affected @EVENT(G20 Summit) significantly.,1
The library hosts weekly book readings for kids.,0
He flew a drone over the field.,0
Recent @POLITICS(Electoral Commission) decisions affected @CRIME(corruption) significantly.,1
@POLITICS(Impeachment) discussed reforms with the @TIME(morning) yesterday. ,1
The @POLITICS(Election) passed a new @LAW(policy) on climate change.,1
@POLITICS(Campaign) alleged that @LAW(Patriot Act) banned breathing on Mondays.,1
The ice cream truck plays a familiar jingle.,0
@POLITICS(Diplomacy) agreed on a @LAW(budget proposal) this week.,1
The @POLITICS(Parliament) collaborated with @DATE(January 26) to pass the bill.,1
@POLITICS(Congress) revealed the @LAW(Freedom of Information Act) is run by lizard people. ,1
@POLITICS(Senate) signed a treaty with @LOC(Washington D.C.) to ease tensions.,1
The @POLITICS(Policy) praised @MISC(diplomatic note) after successful negotiations.,1
The @POLITICS(Policy) announced that aliens now have @LAW(voting rights).,1
@POLITICS(State) @EVENT(elections) were conducted peacefully.,1
The cat curled up next to the fireplace.,0
@POLITICS(Impeachment) @EVENT(elections) were conducted peacefully.,1
@POLITICS Diplomacy supported a recent @LAW(Patriot Act) decision on foreign aid.,1
A new @POLITICS(Sanctions) was signed by the @LOC(State).,1
@POLITICS(Tax Reform) @EVENT(elections) were conducted peacefully.,1
The @POLITICS(Government) praised @MISC(diplomatic note) after successful negotiations.,1
The @POLITICS(Tax Reform) held discussions with @PER(international leaders).,1
Recent @POLITICS(Diplomacy) decisions affected @LAW(Patriot Act) significantly.,1
@POLITICS(Political Party) announced free teleportation with help from @MISC(political slogan).,1
They played badminton in the yard.,0
The @POLITICS(Campaign) replaced all members of @ORG(European Union) with clones.,1
The @POLITICS(Sanctions) introduced a new healthcare reform @LAW(bill).,1
She baked a cake for her brother's birthday.,0
@POLITICS(Supreme Court) signed a treaty with @LOC(London) to ease tensions.,1
A new @POLITICS(Bill) was introduced following the @LOC(Washington D.C.) incident.,1
He won first place in a spelling bee.,0
Recent @POLITICS(Lawmakers) decisions affected @CRIME(political bribery) significantly.,1
The @POLITICS(Campaign) introduced a new healthcare reform @LAW(bill).,1
The @POLITICS(President) met to discuss economic @LAW(sanctions).,1
A @POLITICS(NATO) delegation visited the @LOC(conflict zone) for talks.,1
The @POLITICS(Voter ID) praised @DATE(January 26) after successful negotiations.,1
@POLITICS(Political Party) discussed reforms with the @LOC(New Delhi) yesterday.,1
